reviewerID,asin,overall
A2TUFO9CPDZTMX,B000TGJ8A8,4.0
A9PRJA8LIZL9S,B0067EKYS6,2.0
A345WVAVMMO6F0,B00013RC2K,4.0
A2S4LN4MKQ1XPC,B00000JYLP,5.0
A3BEF4IHWI0VC,6303257828,4.0
A3M7VP8B3FO03L,B004EPZ070,5.0
A3PQ3K5RKNJYA1,B000YPUF9W,1.0
A3RX5CGOCXJMGF,6302484448,5.0
A1THJ5GJF9NLCS,6305358567,4.0
A1M1H7B8QRT5U,B0007IO6WS,5.0
A21ZVT20N5WNPU,B004KPD1IO,5.0
A1GGOC9PVDXW7Z,6300269299,4.0
A2NSWF8GM5VFYF,0790705141,5.0
ANIMV3SPDD8SH,B000J3OTOG,5.0
A3C6CZC2JP67VK,B00005JNRM,4.0
A3QNQQKJTL76H0,B003IHUI0O,5.0
A12RHMIWKBAX9F,B0009W5J4Q,5.0
A18MBO1U4DPY20,B001EASNMW,4.0
A3UPYGJKZ0XTU4,B00BEIYKDU,4.0
A1OTGBG66P6K5Y,B00008WJBH,5.0
AGEEXB89TC8XI,B00003BDZW,5.0
AN8M401S8Y6DA,6304151225,5.0
ASZVADCK5KTFQ,B0099114WO,5.0
A12CN8FQSR18H9,B005LAIHPE,5.0
A1NV8HZTGKIPXQ,B000FP2OPY,5.0
A2CZR46KVZLWDT,6301792769,5.0
A279FUL12R7MBD,B001CTDH76,5.0
ANCOMAI0I7LVG,630339406X,5.0
A1VGVMUOI5FHTE,B000053V7A,2.0
A3402YY57GSLYT,B004Z29XEI,1.0
A10H47FMW8NHII,B00H9HZGQ0,4.0
A2GPEV42IO41CI,B000BX8R10,2.0
AAPZUBV5RJF20,B002ZG97E2,4.0
A16688KNH19Z1D,B0000633ZP,5.0
A26YH7AFJ28D78,B001QB9H1U,5.0
A328S9RN3U5M68,B0090JB6DC,3.0
A22MG5N2AY9HB8,0792845552,2.0
ADLN37B0153N,B00005JLYQ,4.0
A26TY6GCGBF5HT,B006YTGLEU,5.0
A1BDMSJDPX5MDF,6303853102,3.0
A3PECZX773ME74,B0012YN5AA,4.0
AAU7CAQIN5BAE,B000A8NZ0O,4.0
A1HO9J4DCQDGP9,6301394070,5.0
AQ990HW13DP08,B00005JLQW,4.0
A3I8OURC83NM6V,B000WLU5ZM,4.0
A3PAJ9QTPY9Y4L,B004SZVYD0,1.0
A27H9DOUGY9FOS,B004QC6HGY,5.0
A1O0MYEXZBV208,B009AMAOTQ,5.0
AKR6UK8O6DM6X,B002UZCJ8Y,5.0
A3BCVZKR9E6S1V,B005N4DMMG,4.0
A1EQGFZPJ4V24X,B0018M6J90,5.0
AT4ONNJ7NMBRW,0784010188,5.0
A1SG0EBC86HTKD,B004HW7JI8,5.0
A2LQLJWXQQM3PB,B003UESJME,4.0
A1EMDSTJDUE6B0,6301973461,5.0
A3JPPR6JT75N0E,B000006584,4.0
A1DAOL3NMHEPLS,B00005JCCC,2.0
A3IXZJ1L73DYTA,B005LAIHQS,4.0
A2NJO6YE954DBH,6304437617,4.0
A3UPYGJKZ0XTU4,B0002JZT5A,4.0
A1TU06ANCFKAJZ,6302795451,5.0
AZI0O32W4ZYGH,6303122647,4.0
ADWJ7SSGJTF2C,B0002W4SY0,5.0
AV6QDP8Q0ONK4,B00005JN0W,3.0
A13910TC3NZ6LE,630518299X,5.0
ACH055GTTIGC9,0782010660,4.0
A328S9RN3U5M68,B00068RELO,4.0
A17G7WJKAJVKQW,6300214540,4.0
A3UDYY6L2NH3JS,B000051S43,5.0
AYG1U47VFZ165,B0000U0X1Q,4.0
A1FH14TQSVDH1X,B0009ML2JC,4.0
A2BQBLCKJHP65G,B001CD6FKI,3.0
A3PO3YRFX4BI2J,B00HEPE6MM,5.0
A3E5OY3YLZMOA9,B0007OCG4W,3.0
A3LZBOBV9H1HDV,B00005JMYI,5.0
A1QQPIUXWD4G0Z,6300218171,5.0
A2UUP58XPQW3GF,B002DU39GW,3.0
A3FY0L9P0D6X8Z,B00005JNCN,3.0
ACBTOEVL2CTAQ,6300182908,5.0
A1MI89BEP1GNO1,B004X2TYEY,5.0
A161ANWB62G3M8,B000F7CECK,4.0
ACO20QL72D1E6,0780022343,5.0
A1V5E2LYHO5EO4,6304765215,5.0
A26BWRBPP4V2WF,630401967X,3.0
A34D06JL7LC6MU,0792107128,4.0
A3GQKB1KF0CRPE,B00005JLK0,3.0
A1S3C5OFU508P3,B0011N19HI,5.0
A2HMB1IEBSGSHJ,B00005JOYL,5.0
A2T14I4WE5L6GP,B0000CDRVU,5.0
A2LNK434OR0WL2,B0000DGKI7,5.0
A1P3R6HD4HYEKJ,B000TZX5XK,5.0
A1LBGXE29GG1IR,6303148514,5.0
A2P0Y85C896QIB,B003W5C0VM,3.0
A1041053SID37WN8GTT8,B0067EKYS6,5.0
A2MOREZ3AFKKOK,0783225997,2.0
A1FDUBPO3HTG0J,6303122876,5.0
A228NBNLYJ8V3J,078886047X,4.0
A2Q01JIF7GHF2D,B005LAIH2W,3.0
AI0NMYA3LKXW1,B000R7NBMK,1.0
A2U7BJ7B165QN3,0783223358,5.0
AJKWF4W7QD4NS,B004NBY242,4.0
A1RUM9NRRW2LPI,630533580X,4.0
A1OO7OYL4XMA5F,B000MMN6YS,3.0
A2WTBPGTI39HRN,B008JFUNTG,5.0
A96K1ZGW56S2I,6304438060,4.0
A126KX6FVI4T66,B000WZEZFY,4.0
A2B73CL3QSYWLB,6304039522,5.0
A30SO9E3K7WF75,6300270939,5.0
APEHF1SXY7HMF,B0000AQS18,4.0
A3V61K0EF38GP4,0790729652,5.0
A145EDBZDAYY7L,0792839242,1.0
A2W8C6B03IYGDA,078201061X,5.0
A3FZGDI9RI5HZK,B000YENUOK,5.0
A1IKOYZVFHO1XP,630339406X,5.0
A3HPCRD9RX351S,B008220BLG,5.0
A22BPC7LRSGSYQ,B0000B1A1J,5.0
ALA7ITRHEN2MO,B00111YM5Q,1.0
AJV1WFPNNEUXH,B0037QGS0A,1.0
ANIMV3SPDD8SH,B00064LJVE,1.0
A2AVSKPLMDEBJT,078881107X,5.0
A1XMHK9HN5MW2H,B003102IPQ,4.0
A2198FZZMTJ38H,B00005RIX5,2.0
A2QZX5RPU8BAGK,B000056L2S,1.0
AJUEE2C2EJ0V3,1575239701,2.0
A9LNWA25IM2DX,B0006Z2LMO,5.0
AXN2IO1UBOF6A,B000BVM240,5.0
A2GLVVN7QVTAV6,B002VECM6S,5.0
A21X0EO0R0T6FT,B000CEXG0U,5.0
A3MFRIOLO36IDZ,078401163X,5.0
A1KVBBRXQ2PWJ7,B0010X8NMS,5.0
A2HRQ4G2OVJXT6,B00003CXSD,2.0
A37B3O457INKEA,6305090645,5.0
A1WR12AC35R3K6,B001DZOC3W,4.0
A2TU3RO6244TZ2,B000MXPE7O,5.0
A2S3WM5HDA0EE1,B00000IQVS,1.0
A604OWAPBR2TL,B0034G4OXQ,1.0
A5PJHEFSM7PZ3,B000MCH5P4,5.0
A2EDZH51XHFA9B,B00005JPUN,2.0
AE8RQHFMSLN0D,B00003CXFU,4.0
A3MV1KKHX51FYT,B000059H77,5.0
A1933VQS8E23J5,B00061QJ8K,1.0
A8NHN9UPML858,B001U0HBQA,5.0
AGGJUO2375PTG,B0000639HT,5.0
A1TBSKSPZHAYHG,B002ZG993Q,2.0
A1QAZTE8GMGQQI,0790735172,5.0
A2ZWE0C4N5ZP8,B007L6VR12,1.0
A27TQA0XCZUXZY,B0002ZMHX6,4.0
A326R2P2MC732S,6304368801,1.0
A3FQN1IZPIDEVP,B000BO0LH2,5.0
A3FL6CIO8QIJ2F,B000MGTQ6G,5.0
A3VHEN1LDM6EQ,B00005JM02,3.0
A2HW33PQSRHLNO,6304410492,5.0
AHT5O3MLM0RHQ,630420065X,4.0
A1COW0UIB5HA9J,B002R0ELCY,5.0
A8V74RZY8TIRJ,6303333079,4.0
A19U5RYULZ0Z72,0790748835,4.0
A32W8WR1QHAOP6,B0001DMVBC,5.0
A3AZUQL4RZ2UJS,B00B58FU3I,5.0
A1TZ7C3MPR3R6L,6300213846,4.0
A5MPR38KL612P,1559409002,5.0
ARXYVR1TPTY6P,B003RHZ6ES,3.0
A2B73CL3QSYWLB,6301599225,5.0
A2QEW5BSX4HXOR,B00008AOTJ,5.0
A2ZL87Q398NIUU,B003UESJHO,1.0
ABO2ZI2Y5DQ9T,B0001HAISG,5.0
A30YRHJ3CMMGAU,B004A8ZX32,5.0
A3KEJDP6NVSXIB,B00005JMAH,3.0
A1C58YXM2A30CY,B00009PY48,4.0
A20CSFERC3VINT,B0002JP58Q,5.0
ABQK6FUT8TWLH,6303049001,5.0
A1ER6IYOMM8VCT,B0001HAGTM,3.0
A2PA624DT1CXOS,B000LC3IKQ,4.0
A1S3IEVZI29T7H,0783217048,5.0
A2198FZZMTJ38H,B00005R87Q,4.0
A35VG5NCAWKUI,B002U0KHNS,2.0
A2C27IQUH9N1Z,B00006L92B,5.0
A38BU9SLS82TGT,0792101324,5.0
A15MLF38WROSWU,B0001FR3HM,3.0
A2ALMPXIKDLE3C,B00CHVIAS4,4.0
A3ELSU1SHRX09Y,078401003X,5.0
A1YQ6QB2127AJ4,B0002Y4PPK,5.0
A3PN375089WF0U,B0050N0US4,5.0
A1T4KKG4E5W5VE,B0000VAGXU,4.0
A1IMMQIMOQOHU5,B0059XTU3G,5.0
A32XW50ILWOXNO,B000M341Q4,4.0
A2F6IIBONO2V48,0783221088,5.0
A2L1S50GABL5SI,B002L9N4O2,4.0
ANGH6401L9Y0T,B000CNESNA,4.0
A3S09BRPU3RI9V,0782008380,4.0
AZ1YLZGNDS40I,B00003CXT9,5.0
A3UDYY6L2NH3JS,6304500483,4.0
ABE14SVILZLNY,B000069DOB,4.0
A3QLAOOTFEHCJI,B00BEIYG98,3.0
AWG2O9C42XW5G,B003GAMOIW,5.0
A2U3Y3V8MVWQVM,1558908420,5.0
A1R754POQNJO51,B0000VAFNQ,4.0
A257Z6HOUS31AF,B004EPYZOO,3.0
A3HTX1NOTTWERP,B000059TQ9,5.0
A4UKBG3M5U5TI,B00009Y3NA,4.0
AKVNA706X53OP,0790741660,2.0
AR1LU94IIZL66,630595805X,4.0
ANCOMAI0I7LVG,6302413737,4.0
A18G7GG53G2X8A,B0013XZ2QA,4.0
ACVFTS9X2MKJ8,B00DL47UE6,1.0
A33EN2ZL2MS0CI,B002KLQ2YK,3.0
A1SPYZZ4I8L2G,B0000TANUI,5.0
A3MLO4GAD2O9DL,B000CS464G,5.0
A2582KMXLK2P06,B00AIBZLVY,5.0
A212DC6EMHOXYW,0790744759,5.0
A2C7BOQVFH1HLE,6301670140,3.0
A3FC9ZK64Z1DAV,B00005JMCN,5.0
A383WTPZ1QKS6S,6304432488,5.0
A3FSC9XUZ8VS38,B009934S5M,4.0
A3DGVB3T5QJNRE,B002935GMS,5.0
A2R4VFP6NVD4XH,B002ZG983M,5.0
A1PJZKEZQGREDY,B00G7QQ1Y0,4.0
A1G9J7UEZAU29Q,B0000YEE6C,4.0
A12VLTA3ZHVPUY,7885142566,5.0
A1ZH9LWMX5UCFJ,B00063MAXQ,5.0
A3BWP965RIWBCU,B0002I84JO,5.0
AWG2O9C42XW5G,B000EQ5UHI,5.0
A4K4CST11RO5X,B00008DDXB,1.0
A225E8LCLEX4FV,6304994540,5.0
A1LDAIGOQ6N4DW,0788814664,5.0
A3EFCK0HZQPNQI,6304457316,3.0
A3CN9CCJUNIPKT,B001GMAVGE,4.0
A1B7W6422XVCR7,B0021L8UMQ,4.0
A15PVKTO6JXT26,6304565062,4.0
A36EW68H08UOCS,6304178352,5.0
A1RMBUPNG7CADV,B000667HBS,5.0
A1GD1G8XXPRYQ8,B001GCUO0C,4.0
A2OFSDJB3MVQ16,B0001JXOUS,5.0
A10H47FMW8NHII,B00JAQJMJ0,5.0
A1LKCUQ3SQTHBE,B008OIQYRI,5.0
A2ZDK3V1OAUB1G,B000ZBEOFG,3.0
AFQB3H667K7OV,0792100085,5.0
A22BPC7LRSGSYQ,6304698771,5.0
A1COW0UIB5HA9J,0764005685,5.0
A21TVBJMNGWRYE,630396835X,1.0
A41BRBD6IWGOH,B00ARA4SLU,3.0
A1E7VTRDMI4XMV,B009LDD1H6,5.0
ANAYSRE3LX8GZ,B0026P3HPW,4.0
A1TJLSSL0J0ZHA,B00C7BZY4C,2.0
A2WFBIPVZFYDL5,B00GST8U4U,4.0
APW72P4COWTBK,B000AMJG4Y,5.0
A1VVRE6L15FAKL,B002JVWR4U,5.0
A3J029KBNG5MNP,0780619412,5.0
A2WHH346Y9ADRG,B00006LPEP,5.0
ADYY6PI1PLEFC,B005LAIHSG,3.0
A193A7T1E8CUTB,B00006AGHJ,5.0
A2FCVS3YFIH4Z6,6301973232,4.0
A2JYIDH7JIG48H,0783240325,1.0
ANCOMAI0I7LVG,B00005JN5T,3.0
A3ITTX33YHDJSE,B000B8QFP0,5.0
A2DAHERP7HYJGO,B0019EXZXU,4.0
A9LNWA25IM2DX,0790732475,1.0
AJOF6MLUKKLFZ,B005SH63HO,3.0
AR7CVRJRHA5O7,B004LWZW4M,5.0
A1ZS82R4RC0I2N,B00005ASOC,2.0
A1XT8AJB7S9JJG,B005S9EL08,2.0
ABQWMANK4AR63,B00FZM8Z7I,5.0
A12HF5HWY2K4AX,6301969294,2.0
A2ZL87Q398NIUU,0792107683,5.0
A1SA0SPXUGDUGH,B005GP7EVC,5.0
A9Q28YTLYREO7,6305262160,4.0
A2RKI7RPP5CJMG,B000UNYK4E,4.0
A3KEZLJ59C1JVH,B002ZCY8CC,5.0
A1J2931UBBJPXM,0792837614,5.0
A3PF2NF7LX3CAB,B00003CXP1,5.0
A2EPVK7MO9I1Q7,6302643627,5.0
A3MU9SB71WYYUZ,B008JFUSLO,3.0
AIGNHBYSQ6YGI,6301562925,3.0
A3BJDFGSLXFB36,B000RO9Q7W,3.0
A1S4NMO34CBCMJ,6302906652,5.0
A2W34G5XYDFJWP,B0001GNJEC,5.0
A36MQY2HNRIA2W,B000MGTQ6G,5.0
A12IDQSS4OW33B,6304953747,5.0
A3I8OURC83NM6V,0790733927,5.0
A3OHB78Y7L7ZK,0790731002,4.0
AS2B8SFZBO19W,B0060ZJ74O,4.0
A228JH8V9Y700G,B0001IN0S0,2.0
A2R1HAXRNU0QX7,B0019GJ42Y,5.0
A3T5WEYZM9U30C,B00BEIYMTW,4.0
ARFCORBCTKX1J,6300182355,2.0
A1TOCWLG2RJTQP,156219464X,5.0
ASEBX8TBYWQWA,B003EYVXQ4,5.0
A3KKM0T1KY42HA,B000RGN2IY,4.0
A3VQSFORKH8B7O,B00005JKQS,4.0
A28KRMOGV9ZVP6,B000X07SQ6,5.0
A2UQIIJ2CD8REE,630597229X,5.0
A1IJKK6Q1GTEAY,6301157141,5.0
AGHJ9BMVMGIOL,B000EULSR0,4.0
A2YRZPGWLPB2OF,B0001XAPZ6,5.0
A3NMEF3MJ0A3PL,1616842490,4.0
AGNKEHHJJ6LFP,630264366X,5.0
A15W2D3WJW7NP7,B00012QLAA,1.0
A2EJ97SBYE81IR,B0042FUHRK,3.0
A16K63CDLZU3EP,B001FB4W0W,4.0
A391YPR0NFTCLK,B0009K7QZ8,5.0
A24MFKJNHJDVZF,0790736489,4.0
A1IKFQSM0NJINB,0792164482,5.0
AK7D1BHZOSOL1,B00005V1WW,4.0
A1VF5LN6SHFVFJ,B002JVWRAO,5.0
A2OFSDJB3MVQ16,B000FFL2G6,4.0
A10ODC971MDHV8,0767811100,5.0
AADBNT7FD1FPN,6300214753,5.0
AKHGJNOTY28QQ,B001PPGAIA,2.0
A2ZZHMT58ZMVCZ,B007REV4LQ,4.0
A35XMSURGM0L1N,B00005JLTM,4.0
AGTMPQCAP3SSW,B000C65Z1G,4.0
A2BFIYZYNK54QX,B00HNGZM48,4.0
A2WUWAVZF4WCJE,B00015HVI8,2.0
AIFXFHO2N9WJB,B00005JL3K,4.0
A21S5SVCEPCZNC,B001R10BIW,1.0
AD5OF4QIP4EJ4,B000M341QE,5.0
A3GRN6J64F2C3X,B000SINT4S,5.0
A13NM1PES9OXVN,B00005JOHI,5.0
APRZ2IVM8JTLV,B000AOEPKC,2.0
A3ADFUS74MLPMA,B0002IQE2I,4.0
A3KKM0T1KY42HA,B0034G4ORC,4.0
ABKJRI7ZY2JJE,B0016Q2D1Q,4.0
A1INXXF5S72ZUJ,B000A2XC3A,5.0
A14XW8BJGEBM91,6303471390,5.0
A140XH16IKR4B0,B00005JKJA,5.0
ARMG4L2GLW25A,6304366035,5.0
A16JFF5OFSC0ZE,B004Z29WAI,1.0
A27H9DOUGY9FOS,B000FDEVA2,3.0
A27E8WBZPYJX87,6300269094,4.0
A1PV3G806ZLHUW,B00005BCKF,4.0
A1G69BQLIUMWPN,1404974571,2.0
A2ODBHT4URXVXQ,6300183998,5.0
AAYE34TCTNV2R,6305123616,3.0
A3BSS2M2DPPV4T,6301278429,3.0
A6X8MPQRAPXYH,B000060MUZ,2.0
A1R09II733292R,B000G8O0MK,4.0
A2AOBCV8KULTOL,B000056T5E,2.0
AB4ELQX285UKL,B00GMV8IGO,1.0
A2YPC9AB2E8RE4,B00ECR7KX2,5.0
A2W00XKTTF1G0Z,B00005JM5E,4.0
A3UUGZRTBS81YN,0800102150,4.0
A141HP4LYPWMSR,0767847431,4.0
A6J674F3F3E5D,6305942285,5.0
A3T5ES5LR4DIVM,B000QDLSR0,5.0
A2I40DYE2QA1BE,0310274281,5.0
AUM3YMZ0YRJE0,B000053V8F,5.0
A34GZPHWYPSY2T,B00049QQ78,5.0
A29R3O02O0PON4,B0000TANUI,3.0
A1CYOHNGQ1WED1,B00005JNTU,2.0
A2RG6V2HH02U0M,6303503381,5.0
A1MUL3AUNTYI0I,6305537798,4.0
A2RJT770ZA4WQM,B004HW7JH4,5.0
A2V04ELJ57V66P,B004529NKC,5.0
A64NRL5OSR3KB,B00023P4HY,2.0
AP1NKNOSOKDEV,B002ZG99CC,5.0
A2LBUZACHWT0UO,B00AZNEW5G,4.0
A3OZPA2Y2SUYX5,B0009S2T0M,4.0
AXZYXJIEIKYHB,B000F5WR4W,5.0
A18QVCSI0EPTZM,B000ETR9VU,1.0
A3F6MUPG0HJDNO,B003D7B58I,4.0
AUDTWMXQAVK98,6303148514,5.0
A3F86ECVJUB3CD,B002JVWR4A,5.0
A2582KMXLK2P06,B001451HWU,5.0
A6WZVL0SRQAPY,0783211856,5.0
A24XL3NHQHJ1FK,B00G15MDI0,5.0
AS7B4W4KOPQNV,B00005JKCH,5.0
A2RNTG686ZATNP,6304202652,1.0
A2ABHCQ6I7DIPF,B0007QJ1ES,3.0
A3R7MXVQRGGIQ9,0790729628,5.0
A1YWBPN6CIZU7N,6304233639,4.0
A2POYXTGSPSW7O,0800141709,5.0
A3SJBFCTJWBFT2,B003UESJF6,5.0
APM06HT7JIPZ5,0767825489,3.0
A2QGRE376QBRV5,6303430570,4.0
A2GPRA9HHLOC4B,B00280LZAE,4.0
APVZSZKE3W1QP,B000YAF4MA,4.0
A2I41GH40RH3YS,B000BPK2IY,4.0
A1BVKYCRW6W21A,B00005O061,4.0
AIMR915K4YCN,6302731291,5.0
A2ZI9VALKE11HN,0783233493,5.0
A2MZDXW018TVJE,B00HEQO9DM,5.0
A268EEWUXYCA8Q,B00005JNTI,5.0
A2NJO6YE954DBH,B000083C8K,5.0
A3IXZJ1L73DYTA,6301608534,4.0
A25C6UL3BX7EPD,6302148383,3.0
A3UPYGJKZ0XTU4,B00005JMQW,5.0
A19ZXK9HHVRV1X,B0001906VI,2.0
A2BFIYZYNK54QX,B00A2LFXVI,5.0
A2EB440PC5PMIS,078322947X,3.0
A1JHC5YJD92EX9,0790729628,4.0
A2Z22QECXPZOKP,6300215695,5.0
A200XNOWFDZ38R,B00003CXT9,4.0
A745B3L7Q0F68,B00000K3CB,5.0
A3OGMDFM045MQ7,6301967720,2.0
AVV6RE9F6TD8Q,B0000D8L1J,5.0
AKR6UK8O6DM6X,B0011HOEY4,5.0
A1FZA9C5MVIWHE,B0000VCZMK,3.0
A140XH16IKR4B0,B0002PYTB4,3.0
A2EEUQ81DTY7G3,B000GRUMPU,3.0
A11UO96AKBCGSZ,B0041KKYCY,4.0
A3HJAIFRRFHUAB,6300146030,4.0
A61EZQI51CCPB,B00005AUK4,5.0
A17JUWGOD7KG7U,B00028HBJS,4.0
A1X7FS1H4R02W1,6300215792,2.0
A1UWMOFWP3NTF8,B003Y5H4Y8,4.0
A31RM5QU797HPJ,6304203985,5.0
A2MBEDF4PB56E,B00078Y132,3.0
A14CC5FIPR5YVF,B0007R4T3U,5.0
A1L8HRCM60W0W7,0790736403,4.0
A2R164STV36F6C,B000EWBKIK,4.0
AQB4DH57MSZSC,B0001VL0K2,4.0
A15X2QXODTENXL,7883706837,4.0
A1EJAQY5WF9CRG,B008VPCL6M,5.0
AV8D2HBT9WE9H,6304308418,5.0
A1XGH8W57Z5TSJ,6300214087,3.0
AS4XO1MRAEKTQ,6304386168,5.0
A1II8I66S9E84Y,B001TH92N4,4.0
A1LH9IKD5YIYIW,B00H9KKGTO,5.0
A1YYA7TDET32WC,0792842081,5.0
A18S2VGUH9SCV5,B000RKBU5W,5.0
A3KVAS0IALLIHE,6305772142,2.0
A1X054KUYG5V,B00005QW5Y,3.0
A347MRCA48RV4J,6302636779,5.0
A1SFQCL5PD7Z9J,0792837797,3.0
A2PV6GK1HV54Y9,6300274268,5.0
AQCQ5F0OJXMG9,B000JJSJO6,1.0
APTY5KCK7E4OO,B000GB75CO,2.0
AP839YM0XJ664,6300213714,5.0
A2R1HAXRNU0QX7,B00067BBMS,2.0
A2GPN2VKS8E77C,6304595247,5.0
A127PCLKOSDS04,B00003CY5C,2.0
A3LGT6UZL99IW1,B002ZG980U,3.0
A1UZAUE9UMKES3,6305669651,4.0
A3559I6Q7RCPP3,B000059H85,4.0
A3LP5RUMWG7GQ0,6303451454,3.0
AG8K92N37MT27,B00CHVIAS4,3.0
A20Z9MP9XMOU7S,B000005PE9,1.0
A3AUECYM0M0YSX,6303968635,5.0
A2HN2BU4VXBQ3H,B000CCBCIA,5.0
A1EI65WJC85U68,B00005U8QN,2.0
A1X28NWPDMTDG7,6305428484,2.0
A3D6OI36USYOU1,B001DZOC3W,1.0
A3PVSNS17HCIXN,B00005JNNT,1.0
A3EBHHCZO6V2A4,B00092ZKZ4,4.0
A28B7IJR80M8KE,0790751151,4.0
A29VIAU00NGBPM,B00005JM5B,4.0
A2HQ5B1FJDUWMY,B00000IQVD,5.0
A6DNKPJ91215M,B00005ASPL,5.0
AQ01Q3070LT29,B00005JM0B,4.0
A2TXR85WQLE32N,0764002465,5.0
A2JJGIJI8X6KRS,B000ASDFEA,4.0
A1IAQIZSXONWVU,B00005JPAR,2.0
A3JLOIXFM75QNV,0800141660,5.0
A3PBJIGX55NIXI,0783107986,5.0
ADNBUKNODH7OX,B004LWZVZC,5.0
A8PYKA72J0DN4,630356643X,5.0
A4UUD0LKLMACK,B0013D8L7C,5.0
A2PBUYQ975Z92A,B000JBXY44,5.0
A2I2Y5S3C6PSWC,B00140PKCS,4.0
A2AZ03N9Y7DBU1,B002PMVPTQ,1.0
ASEBX8TBYWQWA,B005DJ7AYC,5.0
AFQ5Q0MVST4GF,B00005JPY0,2.0
ATZ1LTONGHOP6,6301394070,4.0
A17LEYMZI8OYOQ,6302456991,5.0
A1I9B4PSCDDWOO,B00005JNP1,5.0
A3NMEF3MJ0A3PL,630243078X,5.0
A275IZHMM0CIGL,B00005ML8T,5.0
AE8RQHFMSLN0D,6304152450,4.0
A10M52OJSDB8WK,B00CENSU1W,2.0
A3JRXFN19FA6CH,B0040QYRSQ,5.0
A2D9IEFJGB483Q,B000BGQUHA,2.0
A22TMWU6WPBJI6,6300247651,5.0
A3BSS2M2DPPV4T,0780625803,5.0
A1ERDXS0QLEVKB,B00005OCJP,4.0
A12XRMMPDPUPKH,B00005JPNO,5.0
A3AKVPMTASQBRL,B00005R240,1.0
A3UPYGJKZ0XTU4,B00DL47ORO,4.0
A14SOHUCCL0606,0780020685,5.0
A16CZRQL23NOIW,6305358567,5.0
A1X054KUYG5V,0792838084,3.0
A1FLK47MNLEN4C,1417068329,5.0
AKMEY1BSHSDG7,B0001Z3TX4,5.0
AIMR915K4YCN,6302872766,5.0
A2JLSQGDZZUNG,B008JFUNHI,2.0
A32Z0G8WC39V0O,B00005JN2B,1.0
A1EKTLUL24HDG8,078322172X,4.0
AHF97M45JFCB,B002ZG98LO,4.0
A1BVE2ZIBKJ7YI,B0095HHM78,3.0
A3DM08AHYJHS0P,B00008WI9N,3.0
A1OBPHRXHZF8P6,B000NJMJHA,5.0
AUUH6Z8MSGGF,6301963733,2.0
A4FXQA8HP1JHA,B00003CXGV,3.0
A1U0A5PVKWJOL7,6303082866,5.0
A1EGZYG8PC51U5,0780626613,3.0
A1OB5L3WMHJAD9,6302272548,3.0
A1I2LNUDOMUWMH,B0009NZ2KG,5.0
A2EF64HUKVH6IU,6304744404,2.0
A1R2K5CF100UJP,0792840909,5.0
A330IA5D5LQCG2,6305229449,5.0
A21B2TJBWCSK1R,B000DZ853Q,4.0
A1ER8FS19S0XY5,0792101448,5.0
A1COSZMOI965TQ,1572522089,4.0
A1XD0C8DTUF998,6301628624,5.0
A2Y1SCM930PZI7,B0007Y08I8,2.0
ANGH6401L9Y0T,6301543408,4.0
A33P47VEH0YULL,6304819927,5.0
A1ER5AYS3FQ9O3,B00005LDDD,4.0
A1EHTFVSD0H7I6,B005HWAOHK,4.0
A2R7LWLB12AX5V,B003M8NGG2,5.0
A3Q1FVRV0CRYTH,0767810848,4.0
A6A0LTYEAMAP5,0788828126,5.0
A3JJ825BC3H4EA,B00GMV8IGO,3.0
A35SPO2IZI0NOL,B004Z74X0M,5.0
A2GF5IC9G15K3O,6304675348,2.0
A3R2YB0WTTB0IJ,B00003XALW,5.0
A121660P9WJSER,B00DOZNGC2,4.0
A24WJULX7UOLFB,B001QB9H1U,2.0
A2HVL790PBWYTU,B0015I2RSO,4.0
A3GG5Y4YOP4Z8E,B000BJS4UI,5.0
A3KB1H0S7T6JX1,6301766229,4.0
A3S98L5B1SR9P1,6302158176,3.0
A2NKHNO8VA378W,B00005T323,5.0
A13G1TKIKHGV3F,0792838408,5.0
A1KDQZ5T19Z2AJ,0767819586,4.0
A3KKM0T1KY42HA,B003FBNJ4U,4.0
A32T9TM5F7KHIG,B00003CXO0,5.0
A3TD7B0CT1NHO4,6304176287,5.0
ACIBQ6BQ6AWEV,6303686850,3.0
AC0UL1E7SO9ZC,B005LAIIJY,5.0
A10ODC971MDHV8,6302168465,5.0
ATL59M13CDV4J,B0001ADB5K,5.0
A1TKM36EYEQNSM,B00003CXHG,4.0
AYZV1PJP6NXPT,B00008YGRQ,2.0
A2K7ETEIA4AB5R,B000CEXG0U,3.0
A2RV4LH7DDD1V6,B000TUDIL4,5.0
A1AYN3IIUNQCIA,B00005JNJV,5.0
A2TXR85WQLE32N,B005S9ELVC,4.0
A3AD071UEP20WS,B0041KKYHE,3.0
A126JVOAOOR42V,6303503381,5.0
A3A4WQL80WOTMH,6305171718,1.0
A1HMBIRR0RJ1NI,6300247104,3.0
A14I90JCYYG9SI,630238060X,5.0
A2RUUTTFJQ7CBH,B000FC2GA0,5.0
A3IO2DBHSOA7S4,B001993Y9U,5.0
ACC1SLND21RI6,B00005JNIS,5.0
A1TL34XG2HNMQ6,6305325812,4.0
AX9J0U8J6XTCY,0790729717,5.0
A1JR65ST3K320A,B005LAJ22Q,5.0
A3KKM0T1KY42HA,B00005JPXY,3.0
A1B2MF00TB0ECG,B00003CXSP,4.0
A3160YSU1KRL8E,6301954807,4.0
A1NVIEXCA20W7N,B000E1MXTQ,4.0
